Category,Food Name,Calorie (kcal),Carbs (g),Protein (g),Fat (g),Water (g),Ash (g)
蛋類,"鵪鶉蛋",172.196,1.1517,12.666,12.9681,72.106,1.1082
蛋類,"鵪鶉水煮蛋",162.8068,0.0476,12.301,12.1036,74.6877,0.8601
蛋類,"鵪鶉皮蛋",160.3566,1.7759,13.8085,10.891,71.1815,2.3431
蛋類,"鵪鶉鹹蛋",173.2226,1.9173,13.73,12.2926,66.927,5.1331
蛋類,"鵪鶉滷蛋",238.2325,11.1139,16.197,14.3321,56.96,1.397
蛋類,"鵪鶉鐵蛋",439.13,20.37,28.82,26.93,20.39,3.49
蛋類,"鴿蛋",96.1596,2.535,10.18,5.74,80.76,0.785
蛋類,"鵝蛋",178.8098,3.194,10,14.99,70.23,1.586
乳品類,"高脂鮮乳",72.5358,6.147,3.191,3.9956,85.75,0.9164
乳品類,"全脂鮮乳平均值",63.1961,4.7582,3.112,3.5829,87.8608,0.6861
乳品類,"全脂鮮乳(1月取樣)",62.3801,4.691,2.926,3.61,88.17,0.603
乳品類,"全脂鮮乳(4月取樣)",61.798,4.6472,2.936,3.5582,88.18,0.6786
乳品類,"全脂鮮乳(6月取樣)",62.6849,4.5756,3.187,3.5687,87.949,0.7197
乳品類,"全脂鮮乳(9月取樣)",63.8406,5.294,2.78,3.5816,87.751,0.5934
乳品類,"全脂鮮乳(10月取樣)",64.0486,4.7808,3.04,3.7049,87.6865,0.7878
乳品類,"全脂鮮乳(11月取樣)",61.794,4.625,3.075,3.5,88.075,0.725
乳品類,"全脂鮮乳(12月取樣)",64.2362,5.2382,3.225,3.435,87.405,0.6968
乳品類,"全脂鮮乳(7月取樣)",64.786,4.2138,3.727,3.7047,87.67,0.6845
乳品類,"中脂鮮乳",48.4924,4.8333,3.1333,1.8667,89.3667,0.8
乳品類,"低脂鮮乳",42.611,4.9907,3.284,1.0551,89.96,0.7102
乳品類,"高脂強化鮮乳(鈣強化)",68.0868,5.1732,3.156,3.9352,86.94,0.7956
乳品類,"高脂強化鮮乳(寡醣強化)",69.1527,5.0712,3.2,4.08,86.94,0.7088
乳品類,"中脂強化鮮乳(脂肪酸調整)",59.3384,8.5842,2.02,1.99,86.948,0.4578
乳品類,"低脂強化鮮乳(維生素E強化)",40.6785,4.1619,3,1.3381,90.8,0.7
乳品類,"低脂強化鮮乳(寡醣強化)",46.1904,5.4598,3.138,1.3267,89.387,0.6885
乳品類,"脫脂強化鮮乳(鈣強化)",42.1957,6.2589,3.53,0.33,89.03,0.8511
乳品類,"脫脂強化鮮乳(寡醣強化)",36.4877,5.1586,3.1145,0.3669,90.6955,0.6645
乳品類,"脫脂強化鮮乳(鐵強化)",40.8342,5.5864,4.15,0.17,89.26,0.8336
乳品類,"中脂調味乳(巧克力)",62.5491,9.2415,1.941,1.9799,86.288,0.5496
乳品類,"中脂調味乳(多穀類)",67.4732,7.5708,2.39,3.07,86.407,0.5622
乳品類,"中脂調味乳(果汁)",54.2095,8.4381,1.6,1.5619,88,0.4
乳品類,"中脂調味乳(鈣強化)",67.99,8.942,2.3,2.558,85.6,0.6
乳品類,"中脂調味乳(維生素強化)",59.6305,8.5739,2,1.9261,86.9,0.6
乳品類,"中脂調味乳(纖維&維生素E強化)",65.7,9.3,2.4,2.1,85.5,0.7
乳品類,"低脂調味乳(木瓜)",60.9245,10.4951,1.8,1.3049,85.9,0.5
乳品類,"高脂保久乳",71.0198,3.3879,3.107,5.0787,87.725,0.7014
乳品類,"全脂保久乳",61.9816,5.0859,2.954,3.3772,87.65,0.9329
乳品類,"中脂保久乳",48.4554,4.8304,3.2265,1.8185,89.27,0.8546
乳品類,"低脂強化保久乳(寡糖強化)",45.945,5.96,3.204,1.0465,89.061,0.7285
乳品類,"中脂調味保久乳(巧克力)",60.3041,9.271,1.897,1.7369,86.591,0.5041
乳品類,"中脂調味保久乳(布丁)",60.9,9.8,1.6,1.7,86.4,0.5
乳品類,"全脂奶粉",504.1563,37.0143,26.379,28.2449,2.751,5.6108
乳品類,"部份脫脂奶粉",420.4767,46.0899,32.8,11.6101,2.5,7
乳品類,"部份脫脂奶粉(即溶)",445.2603,51.6267,23.664,16.43,2.81,5.4693
乳品類,"部份脫脂低乳糖奶粉",415.8463,45.6455,34.63,10.39,2.14,7.1945
乳品類,"脫脂奶粉",360.6573,51.1603,36.214,0.9139,3.966,7.7458
乳品類,"脫脂奶粉(即溶)",359.7235,48.8371,38,0.9629,4.1,8.1
乳品類,"全脂強化奶粉(纖維強化)",499.507,39.5,25.6,27,2.6,5.3
乳品類,"部份脫脂強化奶粉(鈣強化)",407.9678,51.0339,25.036,11.7819,4.411,7.7372
乳品類,"部份脫脂強化奶粉(纖維&DHA強化)",475.935,47.2889,23.169,22.07,1.14,6.3321
乳品類,"部份脫脂強化奶粉(纖維&鈣強化)",375.0025,48.9109,35.923,3.6776,2.89,8.5985
乳品類,"部份脫脂強化奶粉(脂肪酸調整)",481.0641,45.9049,22.722,23.48,2.19,5.7031
乳品類,"脫脂強化奶粉(抗氧化)",365.9038,56.5688,32.343,1.01,2.98,7.0982
乳品類,"脫脂強化奶粉(鈣&維生素A強化)",360.0329,48.7742,38,1.0258,3.5,8.7
乳品類,"脫脂強化奶粉(鈣&維生素C,E強化)",360.2211,55.4155,32.781,0.6585,0.836,10.309
乳品類,"脫脂強化奶粉(鈣&鐵強化)",360.238,52.2609,35.6,0.6799,2.44,9.0192
乳品類,"部份脫脂調味奶粉(巧克力)",405.7988,71.9373,14.054,6.8704,2.225,4.9133
乳品類,"部份脫脂調味奶粉(果汁)",435.2965,61.4407,19.8,12.2593,2.3,4.2
乳品類,"脫脂稀釋發酵乳",68.0919,15.8363,1.0663,0.0535,82.7488,0.2951
乳品類,"脫脂稀釋發酵乳(鈣強化)",72.2203,16.8801,1.015,0.0711,81.747,0.2868
乳品類,"全脂濃稠發酵乳",90.1733,11.3083,4.06,3.1889,80.563,0.8798
乳品類,"中脂濃稠發酵乳",82.2568,12.563,2.873,2.2792,81.641,0.6438
乳品類,"中脂濃稠發酵乳(無糖&纖維強化)",74.3746,10.4424,3.163,2.217,83.647,0.5306
乳品類,"中脂濃稠發酵乳(草莓)",88.5982,12.9748,3.129,2.687,80.496,0.7132
乳品類,"低脂濃稠發酵乳",73.3448,13.5884,2.3403,1.07,82.531,0.4703
乳品類,"脫脂濃稠發酵乳",63.6955,12.0514,2.988,0.3931,83.894,0.6735
乳品類,"脫脂濃稠發酵乳(低熱量)",36.967,6.933,2.041,0.119,90.497,0.41
乳品類,"脫脂濃稠發酵乳(草莓)",67.938,13.8124,2.3,0.3876,83,0.5
乳品類,"脫脂濃稠發酵乳(啤酒酵母)",34.4808,6.3641,2.113,0.0636,90.945,0.5143
乳品類,"高脂凝態發酵乳(纖維強化)",94.6955,11.9153,3.207,3.8007,80.273,0.804
乳品類,"全脂凝態發酵乳",97.2045,13.6244,3.148,3.3461,78.9865,0.895
乳品類,"中脂凝態發酵乳(草莓)",101.9675,15.6865,3.7,2.7135,77.2,0.7
乳品類,"中脂凝態發酵乳(蘆薈)",90.0091,15.0862,1.74,2.5227,79.742,0.9091
乳品類,"脫脂凝態發酵乳(纖維強化)",84.0967,15.9478,4.056,0.4535,78.554,0.9887
乳品類,"脫脂保久稀釋發酵乳",45.7419,11.0179,0.137,0.1247,88.52,0.2004
乳品類,"脫脂保久濃稠發酵乳(草莓&蘋果)",68.2,13.6,3,0.2,82.3,0.9
乳品類,"淡煉乳",137.1,9.1,6.5,8.3,74.5,1.6
乳品類,"加糖部份脫脂煉乳",325.2007,56.2462,7.506,7.7991,26.688,1.7607
乳品類,"切片乾酪",309.2576,5.8799,18.3195,23.6949,47.162,4.9437
乳品類,"切片乾酪(低脂)",240.6898,8.7505,21.678,12.9989,50.92,5.6526
乳品類,"刨絲乾酪",323.0455,4.4371,25.143,22.584,44.37,3.4659
乳品類,"乾酪粉",480.4887,3.139,40.397,34.0383,15.003,7.4227
乳品類,"鮮奶可可",79.6755,11.6364,2.106,2.7451,82.765,0.7475
乳品類,"木瓜牛奶",42.4734,7.6653,1.653,0.5778,89.89,0.2139
乳品類,"高脂鮮羊乳",65.2527,4.1709,3.37,3.9501,87.7325,0.7765
乳品類,"中脂鮮羊乳",47.7281,3.8832,2.697,2.41,90.21,0.7998
乳品類,"保久羊乳",58.8631,4.5407,2.9535,3.2627,88.568,0.6751
乳品類,"中脂調味保久羊乳(巧克力)",58.6278,10.2697,1.1,1.461,86.862,0.3073
乳品類,"中脂調味保久羊乳(果汁)",75.2946,9.5076,2.94,2.8338,84.05,0.6686
乳品類,"全脂羊奶粉",510.4145,34.8432,26.7,29.7568,2.3,6.4
乳品類,"全脂羊奶粉(即溶)",517.3715,35.1033,25.901,30.8219,1.866,6.3078
油脂類,"牛油(未精煉)",642.3349,4.2429,0,71.93,14.38,9.4471
油脂類,"牛油(精煉)",885.2764,0.5643,0.043,99.1351,0.0845,0.1731
油脂類,"豬油",889.9192,0,0,99.655,0.3462,0
油脂類,"豬油(2022年取樣)",891.6605,0,0,99.85,0.15,0
油脂類,"高油酸豬油",893,0,0,100,0,0
油脂類,"雞油",890.8122,0,0,99.755,0.3086,0
油脂類,"奶油(固態,不加鹽)",733.026,0.8615,0.606,82.7195,15.813,0
油脂類,"奶油(固態,加鹽)",698.8765,3.7439,0.6715,77.5336,16.338,1.713
油脂類,"奶油(液態)",339.9749,0,1.998,39.1051,61.688,0.3847
油脂類,"人造奶油(維生素強化)",725.0683,0,0.084,82.0213,15.902,2.0486
油脂類,"人造奶油(2021年取樣)",722.1175,1.6846,0.086,81.6875,15.16,1.3819
油脂類,"中脂人造奶油",673.7848,1.3,0.01,76.22,20.34,2.13
油脂類,"人造奶油(低熱量)",93.9692,29.5627,2.508,10.63,56,1.2993
油脂類,"大豆油",883.8886,0,0,99.9874,0.05,0
油脂類,"大豆油(卵磷脂強化)",880.1104,0,0,99.56,0.44,0
油脂類,"大豆油(多種維生素強化)",883.116,0,0,99.9,0.1,0
油脂類,"玉米油",882.5617,0.1058,0.015,99.8373,0.0419,0
油脂類,"米油(秈米)",883.4837,0,0.076,99.9416,0,0
油脂類,"米油(粳米)",883.116,0.003,0,99.9,0.097,0
油脂類,"亞麻仁油",820.4369,6.8532,0.171,92.8096,0.098,0.0682
油脂類,"白芝麻油",883.6517,0,0.09,99.9606,0.094,0.0441
油脂類,"黑芝麻油",881.0165,0.1765,0.086,99.6625,0.075,0
油脂類,"調合芝麻油",883.8046,0,0.065,99.9779,0.0755,0
油脂類,"花生油",883.116,0,0,99.9,0.1,0
油脂類,"調合花生油",883.6004,0,0.023,99.9548,0.0755,0
油脂類,"油菜籽油",883.116,0.024,0,99.9,0.076,0
油脂類,"芥花油",883.0435,0,0.0107,99.8918,0.1133,0
油脂類,"南瓜籽油",883.116,0.02,0,99.9,0.08,0
油脂類,"紅花籽油",883.558,0,0,99.95,0.0708,0
油脂類,"高油酸紅花籽油",880.1661,0.3872,0.0165,99.5663,0.03,0
油脂類,"核桃油",883.116,0.0223,0,99.9,0.0777,0
油脂類,"油茶油",883.3547,0,0,99.927,0.1,0.1233
油脂類,"熟油茶油",883.116,0.02,0,99.9,0.08,0
油脂類,"高油酸棕櫚油",883.116,0,0,99.9,0.1,0
油脂類,"椰子油",882.7624,0,0,99.86,0.141,0
油脂類,"葵花籽油",883.5792,0,0,99.9524,0.0977,0
油脂類,"葵花籽油(多種維生素強化)",883.0276,0.0134,0,99.89,0.0966,0
油脂類,"高油酸葵花籽油",883.116,0.01,0,99.9,0.09,0
油脂類,"葡萄籽油",883.7666,0,0,99.9736,0.082,0
油脂類,"橄欖油",883.5907,0,0,99.9537,0.072,0
油脂類,"烤酥油",882.9198,0,0.0195,99.8778,0.1015,0.0273
油脂類,"調合植物油",886.6564,0,0.028,100.3005,0.065,0.0194
油脂類,"中鏈脂肪酸油",883.116,0,0,99.9,0.1,0
糖類,"方糖",385.4624,99.6027,0,0,0.39,0.0073
糖類,"冰糖",386.642,99.9075,0,0,0.085,0.0075
糖類,"紅砂糖",384.4733,99.3471,0,0.543,0,0.1099
糖類,"黑砂糖",368.9097,95.3255,0.519,0.6695,2.42,1.066
糖類,"麥芽糖",325.3714,84.0753,0,0,15.89,0.0347
糖類,"果糖",297.4199,76.8527,0,0,23.103,0.0443
糖類,"果寡糖",299.793,77.4659,0,0,22.495,0.0391
糖類,"楓糖",257.8415,66.6257,0.055,0.1,32.98,0.2393
糖類,"蜂蜜(冬蜜)",315.2115,81.45,0.12,0.11,18.32,0
糖類,"蜂蜜(春蜜)",308.1604,79.628,0.182,0.2,19.99,0
糖類,"黑糖蜜",280.3401,72.4393,0.231,0,27.074,0.2557
糖類,"冬瓜糖磚",360.254,93.0889,0,0,6.824,0.0871
飲料類,"西瓜汁(非原汁)",29.91,6.1052,1.105,0.1188,92.502,0.169
飲料類,"芭樂汁(非原汁)",45.07,10.96,0.15,0.07,88.7,0.12
飲料類,"柳橙汁(非原汁)",50.22,12.31,0.11,0.06,87.4,0.12
飲料類,"柳橙汁(100%)",47.6488,10.6644,0.571,0.3008,88.066,0.3978
飲料類,"烏梅汁",57.7954,13.8231,0.259,0.163,85.63,0.1249
飲料類,"黑棗茶",46.4,11.6,0,0,88.31,0.09
飲料類,"楊桃汁(非原汁)",48.54,11.96,0.04,0.06,87.5,0.44
飲料類,"葡萄柚汁(非原汁)",41.33,9.65,0.21,0.21,89.7,0.23
飲料類,"鳳梨汁(非原汁)",47.61,11.26,0.26,0.17,88.1,0.21
飲料類,"蔓越莓汁(非原汁)",44.8998,10.0437,0.927,0.113,88.865,0.0513
飲料類,"檸檬汁(非原汁)",32.65,7.0648,0.789,0.1372,92.009,0
飲料類,"蘋果汁(非原汁)",46.96,10.87,0.06,0.36,88.6,0.11
飲料類,"蘋果汁(100%)",51.0751,12.1954,0.12,0.2015,87.281,0.2021
飲料類,"蕃茄汁(非原汁)",22.39,4.43,0.74,0.19,93.8,0.84
飲料類,"仙草蜜",35.2,8.8,0,0,91,0.2
飲料類,"薑母茶",28.04,7.01,0,0,92.89,0.1
飲料類,"蘆薈露飲料",43.56,10.89,0,0,89.03,0.08
飲料類,"黑豆茶",12.754,3.1885,0,0,96.71,0.1015
飲料類,"龜苓茶",33.0144,8.2536,0,0,91.64,0.1064
飲料類,"麥茶",17.76,4.44,0,0,95.48,0.08
飲料類,"黑麥汁",51.9318,12.6434,0.322,0.0078,86.977,0.0498
飲料類,"果汁醋飲料(綜合)",37.25,9.3125,0,0,90.53,0.1575
飲料類,"可樂",51.36,12.84,0,0,87.11,0.05
飲料類,"可樂(低熱量)",1.32,0.33,0,0,99.67,0
飲料類,"沙士",36.68,9.17,0,0,90.83,0
飲料類,"加鹽沙士",40.756,9.355,0.834,0,89.811,0
飲料類,"沙士(低糖)",43.4148,10.8537,0,0,89.1,0.0463
飲料類,"汽水(綜合口味)",42.34,10.585,0,0,89.415,0
飲料類,"汽水(維生素強化)",45.88,11.47,0,0,88.48,0.05
飲料類,"美式咖啡(無糖)",2.3671,0.2507,0.209,0.0587,99.323,0.1586
飲料類,"無糖咖啡飲料",3.7584,0.5012,0.226,0.0944,99.026,0.1524
飲料類,"拿鐵咖啡(無糖)",42.9532,3.3635,2.981,1.9528,91.152,0.5507
飲料類,"咖啡(三合一)",39.39,8.179,0.881,0.35,90.33,0.26
飲料類,"紅茶茶湯",0.1376,0,0.057,0,99.93,0.0356
飲料類,"紅茶(大麥)",34.432,8.608,0,0,91.312,0.08
飲料類,"紅茶(蘋果)",36.68,9.17,0,0,90.78,0.05
飲料類,"烏龍茶茶湯",0.0812,0.0203,0,0,99.94,0.0397
飲料類,"烏龍茶",0.4,0.05,0.05,0,99.83,0.07
飲料類,"烏龍茶(去冰,微糖)",15.5005,3.7771,0.0708,0.0121,96.1005,0.0395
飲料類,"烏龍茶(去冰,半糖)",21.0873,5.202,0.0633,0.0029,94.6888,0.043
飲料類,"烏龍茶(去冰,全糖)",35.6678,8.828,0.0633,0.0114,91.0723,0.025
飲料類,"綠茶茶湯",0.3648,0.0382,0.053,0,99.87,0.0388
飲料類,"綠茶",21.52,5.38,0,0,94.49,0.13
飲料類,"鮮奶茶(無糖)",26.5077,1.3876,2.018,1.4317,94.891,0.2717
飲料類,"奶茶(三合一)",41.97,9.472,0.458,0.25,89.66,0.16
飲料類,"烏龍奶茶(去冰,微糖)",59.3231,8.0623,0.2473,2.8983,88.546,0.2461
飲料類,"烏龍奶茶(去冰,半糖)",62.3074,9.5745,0.241,2.5606,87.394,0.2299
飲料類,"烏龍奶茶(去冰,全糖)",74.7962,12.2655,0.2348,2.755,84.542,0.2027
飲料類,"珍珠奶茶(去冰,微糖)",75.3154,13.53,0.2323,2.2518,83.765,0.2209
飲料類,"珍珠奶茶(去冰,半糖)",83.5089,14.4857,0.2488,2.7301,82.2835,0.2519
飲料類,"珍珠奶茶(去冰,全糖)",94.0235,17.8917,0.2423,2.3875,79.21,0.2685
飲料類,"奶茶沖泡包(三合一)",451.9328,82.3467,1.724,12.85,1.2,1.8793
飲料類,"茉莉花茶湯",0.2524,0,0.064,0,99.9,0.0369
飲料類,"茉莉花茶",28.48,7.064,0.056,0,92.83,0.05
飲料類,"菊花茶",29.64,7.41,0,0,92.59,0
飲料類,"多多綠茶(全糖)",49.019,10.9973,1.059,0.0882,87.809,0.0465
飲料類,"冬瓜茶",33.04,8.26,0,0,91.66,0.08
飲料類,"乳酸飲料",44.68,10.95,0.22,0,88.69,0.14
飲料類,"維生素強化飲料(胡蘿蔔素)",39.4,9.85,0,0,90.15,0
飲料類,"維生素強化飲料(綜合)",54.12,13.38,0.15,0,86.35,0.12
飲料類,"維生素強化飲料(維生素C)",57.04,14.26,0,0,85.74,0
飲料類,"運動飲料",28.44,7.03,0.08,0,92.74,0.15
飲料類,"米醋飲料",52.16,13.04,0,0,86.8,0.16
飲料類,"即溶咖啡粉",362.6972,71.2048,16.612,1.27,3.06,7.8532
飲料類,"咖啡沖泡包(二合一)",491.0605,63.607,6.75,23.2925,2.895,3.4555
飲料類,"咖啡沖泡包(三合一)",436.6348,82.9857,4.843,9.48,1.09,1.6013
飲料類,"紅茶沖泡包(檸檬)",397.9068,99.4767,0,0,0.3,0.2233
飲料類,"薑茶沖泡包",398.5652,98.6888,0.3,0.29,0.3,0.4212
飲料類,"抹茶粉",361.0026,63.0227,23.422,6.4335,2.4,4.7218
飲料類,"可可粉",463.916,43.838,20.751,22.84,2.26,10.311
飲料類,"小麥草粉",370.1158,41.8883,33.992,7.3994,4.4,12.3203
飲料類,"椰奶",48.9899,7.3545,0.215,2.0791,90.1919,0.1595
調味料及香辛料類,"八角",359.6672,76.2375,4.92,3.86,12.166,2.8165
調味料及香辛料類,"小茴香粉",411.4881,36.9974,19.537,25.8078,9.078,8.5798
調味料及香辛料類,"山葵粉",386.5876,72.9319,10.08,6.06,7.697,3.2311
調味料及香辛料類,"五香粉",362.6913,68.0537,8.73,8.89,8.181,6.1453
調味料及香辛料類,"甘草粉",340.7963,73.4421,9.22,3.61,7.8,5.9279
調味料及香辛料類,"肉桂粉",342.6027,78.7529,4.225,2.9148,10.154,3.9533
調味料及香辛料類,"西洋芹菜片",315.4074,49.9241,24.354,6.7976,6.022,12.9023
調味料及香辛料類,"花椒粉",368.8851,63.2065,9.98,9.2,9.674,7.9395
調味料及香辛料類,"洋香菜片",312.4439,47.661,24.364,7.4949,7.628,12.8521
調味料及香辛料類,"洋蔥粉",377.1618,82.078,8.054,1.8482,4.771,3.2488
調味料及香辛料類,"白胡椒粉",342.3453,78.7543,3.73,1.06,10.552,5.9037
調味料及香辛料類,"紅胡椒粒",376.4848,59.2614,5.913,13.7124,17.88,3.2332
調味料及香辛料類,"黑胡椒粉",371.7622,67.67,11.58,6.71,10.42,3.62
調味料及香辛料類,"綠胡椒粒",378.5887,68.3661,11.272,7.3148,8.341,4.7061
調味料及香辛料類,"迷迭香粉",431.6464,59.809,5.864,21.8671,6.253,6.2069
調味料及香辛料類,"荳蔻粉",448.2455,50.5572,6.672,26.2038,14.331,2.236
調味料及香辛料類,"蒜粉",331.5039,71.8663,18.146,0.44,5.2,4.3477
調味料及香辛料類,"辣椒粉",387.3408,59.1109,14.71,14.13,5.494,6.5551
調味料及香辛料類,"薑黃粉",358.4777,69.0108,14.591,2.6745,6.4952,7.2285
調味料及香辛料類,"薑粉",332.5012,70.5409,10.392,3.6039,8.892,6.5712
調味料及香辛料類,"羅勒片",289.1452,46.1465,23.265,5.761,10.881,13.9465
調味料及香辛料類,"花椒粒",358.7625,53.5774,10.334,12.5261,11.52,12.0425
調味料及香辛料類,"七味唐辛子",463.0511,45.7927,15.82,24.0667,9.047,5.2736
調味料及香辛料類,"沙茶粉",506.892,46.973,14.95,28.8,4.45,4.827
調味料及香辛料類,"豆酥",539.6326,19.1729,30.098,38.061,2.962,9.7061
調味料及香辛料類,"咖哩粉",416.7524,58.5056,13.89,14.13,5.878,7.5964
調味料及香辛料類,"咖哩塊",514.8127,45.3948,5.626,34.5255,2.125,12.3287
調味料及香辛料類,"油蔥酥",517.6856,57.1364,7.44,28.82,4.094,2.5096
調味料及香辛料類,"梅子粉",285.7872,60.7906,1.955,3.8672,4.855,28.5322
調味料及香辛料類,"椰子粉",629.2387,27.8118,7.1825,60.3325,2.6835,1.9897
調味料及香辛料類,"蒜頭酥",451.6589,61.242,11.681,17.7741,7.105,2.1979
調味料及香辛料類,"糖粉",398.87,99.2826,0.038,0.1764,0.503,0
調味料及香辛料類,"椰漿",207.5415,0,1.065,23.1103,76.461,0.5415
調味料及香辛料類,"黃耆水",14.1566,2.9303,0.889,0.0477,95.926,0.207
調味料及香辛料類,"黃耆片",320.5102,68.725,14.93,1.5969,12.49,2.2581
調味料及香辛料類,"陳皮",348.5884,74.7723,6.874,2.4448,12.88,3.0289
調味料及香辛料類,"山楂",344.6128,78.6558,1.93,2.4744,14.9,2.0398
調味料及香辛料類,"岩鹽",2.4667,0.3596,0.035,0.0987,0.137,99.3697
調味料及香辛料類,"低鈉鹽",11.45,2.83,0.01,0.01,0.677,96.473
調味料及香辛料類,"味精",250.5008,18.1252,44.5,0,0.293,37.0818
調味料及香辛料類,"高鮮味精",269.28,22.32,45,0,0.68,32
調味料及香辛料類,"鮮雞精",266.9916,33.2604,10.83,10.07,1.519,44.3206
調味料及香辛料類,"鰹魚粉",240.079,35.7919,21.909,1.0306,1.573,39.6955
調味料及香辛料類,"高湯塊(排骨)",362.7969,24.5196,12.507,23.8545,1.914,37.2049
調味料及香辛料類,"高湯塊(雞肉)",340.294,14.4735,14.71,24.84,2.08,43.8965
調味料及香辛料類,"高湯(豬大骨)",49.1156,6.5714,4.2,0.67,77.224,11.3346
調味料及香辛料類,"低脂高湯",2.1768,0.2842,0.26,0,98.439,1.0168
調味料及香辛料類,"素食高湯",17.0368,3.9812,0.278,0,93.97,1.7708
調味料及香辛料類,"米醋",9.6804,2.4201,0,0,97.529,0.0509
調味料及香辛料類,"糯米醋",16.8084,4.0821,0.12,0,95.488,0.3099
調味料及香辛料類,"高梁醋",27.24,6.81,0,0,93.16,0.03
調味料及香辛料類,"薏仁醋",13.0944,3.2736,0,0,96.1,0.6264
調味料及香辛料類,"紅醋",4.5325,0.8003,0.32,0.0057,98.768,0.106
調味料及香辛料類,"香醋",2.8156,0.7039,0,0,98.858,0.4381
調味料及香辛料類,"烏醋",36.7636,8.7009,0.49,0,86.475,4.3341
調味料及香辛料類,"素食烏醋",41.7664,10.4416,0,0,83.62,5.9384
調味料及香辛料類,"壽司醋",180.6768,45.1692,0,0,53.1,1.7308
調味料及香辛料類,"醬油",90.0368,14.7242,7.785,0,67.045,10.4458
調味料及香辛料類,"薏仁醬油",83.4616,11.5454,9.32,0,65.48,13.6546
調味料及香辛料類,"黑豆醬油",113.7481,20.5818,7.5103,0.1533,61.8,9.9546
調味料及香辛料類,"淡色醬油",77.7965,11.5144,7.12,0.3621,67.702,13.3015
調味料及香辛料類,"薄鹽醬油(低鈉)",77.3876,11.9069,7.44,0,71.422,9.2311
調味料及香辛料類,"薄鹽醬油(低鈉高鉀)",56.3476,7.6169,6.47,0,71.73,14.1831
調味料及香辛料類,"醬油膏",103.3796,19.0249,6.82,0,63.419,10.7361
調味料及香辛料類,"黑豆油膏",146.2867,28.6055,7.844,0.0543,54.728,8.7682
調味料及香辛料類,"薄鹽黑豆醬油膏",124.3704,23.3376,7.62,0.06,60.35,8.6324
調味料及香辛料類,"味醂",219.8428,54.4757,0.485,0,44.837,0.2023
調味料及香辛料類,"鮮味露",74.6136,0,20.11,0.07,54.461,26.9731
調味料及香辛料類,"蠔油",155.9912,32.2353,6.47,0.13,45.634,15.5307
調味料及香辛料類,"魚露",64.2895,5.3421,10.222,0.2259,62.597,21.613
調味料及香辛料類,"紅辣椒油",898.904,0.0625,0.028,99.838,0.0715,0
調味料及香辛料類,"香油",883.116,0,0,99.9,0.1,0
調味料及香辛料類,"蝦油",56.0529,6.4413,7.362,0.0933,63.9555,22.1479
調味料及香辛料類,"干貝醬",557.6785,7.9795,16.653,51.0165,19.996,4.355
調味料及香辛料類,"牛肉醬",507.0862,22.2348,16.978,38.915,18.32,3.5522
調味料及香辛料類,"肉燥",397.2544,4.2411,9.46,38.05,46.043,2.2059
調味料及香辛料類,"素肉燥",482.7248,12.5137,12.385,42.57,29.27,3.2613
調味料及香辛料類,"義式乳酪醬",215.5136,6.9197,8.796,16.9612,64.375,2.9481
調味料及香辛料類,"炸醬",397.6216,6.7258,14.61,34.6976,33,10.9666
調味料及香辛料類,"素食炸醬",391.1924,4.5135,13.865,35.2976,35.175,11.1489
調味料及香辛料類,"海苔醬",223.02,49.345,6.41,0,37.765,6.48
調味料及香辛料類,"麻醬",643.482,21.258,20.79,52.81,0.932,4.21
調味料及香辛料類,"速食乾麵麻醬包",676.385,11.8168,13.198,64.0362,4.972,5.977
調味料及香辛料類,"白醬",61.35,6.8098,1.226,3.2452,86.307,2.412
調味料及香辛料類,"青醬",83.0576,7.6607,0.933,5.4092,82.816,3.1811
調味料及香辛料類,"蕃茄義大利麵醬",70.3102,8.8751,3.158,2.4642,83.115,2.3877
調味料及香辛料類,"五味醬",139.9328,31.8576,1.304,0.8096,60.895,5.1338
調味料及香辛料類,"牛排醬",130.28,30.08,2.49,0,61.65,5.78
調味料及香辛料類,"羊肉爐醬",129.6891,8.9211,7.323,7.1903,68.56,8.0056
調味料及香辛料類,"沙茶醬",728.81,10.43,10.2,71.81,5.42,2.14
調味料及香辛料類,"素沙茶醬",670.28,11.43,7.55,66.04,8.6,6.38
調味料及香辛料類,"黃芥茉醬",74.4754,6.2053,4.134,3.6798,82.406,3.5749
調味料及香辛料類,"山葵醬",338.1689,70.2113,1.062,5.8973,21.998,0.8314
調味料及香辛料類,"金桔醬",84.1054,19.5374,0.53,0.4262,74.756,4.7504
調味料及香辛料類,"海鮮醬",228.4339,50.3432,1.793,2.2099,39.237,6.4169
調味料及香辛料類,"烤肉醬",156.84,32.11,5.21,0.84,54.22,7.62
調味料及香辛料類,"排骨醬",221.0868,43.0572,2.292,4.41,39.07,11.1708
調味料及香辛料類,"甜辣醬",116.2,28.08,0.97,0,65.45,5.5
調味料及香辛料類,"甜麵醬",215.6064,44.0441,4.48,2.39,43.853,5.2329
調味料及香辛料類,"朝鮮醬",106.0644,19.6501,1.646,2.32,72.63,3.7539
調味料及香辛料類,"黑胡椒醬",116.891,25.5137,2.517,0.5298,66.933,4.5065
調味料及香辛料類,"日式照燒醬",227.2319,52.6247,2.991,0.5299,38.878,4.9764
調味料及香辛料類,"蒜蓉醬",281.5924,21.2456,4.22,19.97,51.848,2.7164
調味料及香辛料類,"辣蒜蓉醬",78.456,7.8215,2.32,4.21,72.103,13.5455
